### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
130,446,814,179.108,0,255,0,0,100,1,1
131,827,552,140.653,0,255,0,0,100,1,1
132,569,510,129.708,0,255,0,0,100,1,1
133,897,587,-74.8885,0,255,0,0,100,1,1
134,856,417,-19.0531,0,255,0,0,100,1,1
135,533,177,-101.851,0,255,0,0,100,1,1
136,436,199,-70.3287,0,255,0,0,100,1,1
137,339,521,27.0047,0,255,0,0,100,1,1
138,495,398,100.998,0,255,0,0,100,1,1
139,782,877,-10.4493,0,255,0,0,100,1,1
140,654,249,151.356,0,255,0,0,100,1,1
141,250,159,15.6287,0,255,0,0,100,1,1
142,757,310,-30.0938,0,255,0,0,100,1,1
143,785,611,78.8521,0,255,0,0,100,1,1
144,904,641,32.4394,0,255,0,0,100,1,1
145,258,785,-131.155,0,255,0,0,100,1,1
146,767,842,-157.742,0,255,0,0,100,1,1
147,315,257,-54.0329,0,255,0,0,100,1,1
148,346,400,-62.0338,0,255,0,0,100,1,1
149,381,550,-96.8876,0,255,0,0,100,1,1
150,903,696,100.485,0,255,0,0,100,1,1
151,731,914,-46.9819,0,255,0,0,100,1,1
152,945,606,-160.193,0,255,0,0,100,1,1
153,692,591,-160.886,0,255,0,0,100,1,1
154,371,337,86.4198,0,255,0,0,100,1,1
155,386,459,-38.168,0,255,0,0,100,1,1
156,262,104,-173.323,0,255,0,0,100,1,1
157,563,540,-108.599,0,255,0,0,100,1,1
158,610,496,-94.0639,0,255,0,0,100,1,1
159,237,890,-151.716,0,255,0,0,100,1,1
160,236,629,46.8443,0,255,0,0,100,1,1
161,658,885,117.122,0,255,0,0,100,1,1
162,112,604,-3.14927,0,255,0,0,100,1,1
163,397,146,-49.0762,0,255,0,0,100,1,1
164,531,162,96.6445,0,255,0,0,100,1,1
165,222,558,-93.0714,0,255,0,0,100,1,1
166,735,171,67.5995,0,255,0,0,100,1,1
167,673,870,175.897,0,255,0,0,100,1,1
168,404,152,-137.217,0,255,0,0,100,1,1
169,598,496,159.899,0,255,0,0,100,1,1
170,200,310,-27.3677,0,255,0,0,100,1,1
171,60,391,133.486,0,255,0,0,100,1,1
172,141,521,22.981,0,255,0,0,100,1,1
173,456,738,-133.059,0,255,0,0,100,1,1
174,409,513,-61.86,0,255,0,0,100,1,1
175,579,829,-34.3575,0,255,0,0,100,1,1
176,458,501,-48.5589,0,255,0,0,100,1,1
177,724,294,112.898,0,255,0,0,100,1,1
178,645,668,35.4056,0,255,0,0,100,1,1
179,781,798,31.9025,0,255,0,0,100,1,1
180,333,387,-31.6065,0,255,0,0,100,1,1
181,380,936,-115.294,0,255,0,0,100,1,1
182,301,742,88.3995,0,255,0,0,100,1,1
183,164,359,-46.3539,0,255,0,0,100,1,1
184,510,595,-91.7475,0,255,0,0,100,1,1
185,234,310,-58.9323,0,255,0,0,100,1,1
186,713,137,-12.3576,0,255,0,0,100,1,1
187,607,245,133.519,0,255,0,0,100,1,1
188,203,371,58.5765,0,255,0,0,100,1,1
189,935,558,-142.262,0,255,0,0,100,1,1
190,349,238,-138.897,0,255,0,0,100,1,1
191,631,182,-49.7282,0,255,0,0,100,1,1
192,612,253,102.45,0,255,0,0,100,1,1
193,860,739,-167.385,0,255,0,0,100,1,1
194,335,639,136.425,0,255,0,0,100,1,1
195,387,309,53.0107,0,255,0,0,100,1,1
196,249,852,-10.5437,0,255,0,0,100,1,1
197,188,837,-57.1601,0,255,0,0,100,1,1
198,739,862,-33.3712,0,255,0,0,100,1,1
199,584,329,-45.6687,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
