### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
44,947,593,9.55113,0,255,0,0,100,1,1
45,140,215,-103.926,0,255,0,0,100,1,1
46,826,336,-75.0852,0,255,0,0,100,1,1
47,369,854,178.842,0,255,0,0,100,1,1
48,311,852,-14.7274,0,255,0,0,100,1,1
49,903,730,-133.474,0,255,0,0,100,1,1
50,294,171,-25.6719,0,255,0,0,100,1,1
51,96,510,173.714,0,255,0,0,100,1,1
52,755,525,130.165,0,255,0,0,100,1,1
53,216,782,-168.593,0,255,0,0,100,1,1
54,409,517,-129.044,0,255,0,0,100,1,1
55,821,707,-50.9702,0,255,0,0,100,1,1
56,525,215,-20.22,0,255,0,0,100,1,1
57,284,299,149.519,0,255,0,0,100,1,1
58,570,372,108.514,0,255,0,0,100,1,1
59,485,921,154.228,0,255,0,0,100,1,1
60,139,425,-99.7011,0,255,0,0,100,1,1
61,472,806,107.075,0,255,0,0,100,1,1
62,516,852,-126.859,0,255,0,0,100,1,1
63,471,460,36.4136,0,255,0,0,100,1,1
64,194,818,158.4,0,255,0,0,100,1,1
65,419,838,-74.8776,0,255,0,0,100,1,1
66,684,581,-46.5082,0,255,0,0,100,1,1
67,524,723,98.2692,0,255,0,0,100,1,1
68,538,380,110.384,0,255,0,0,100,1,1
69,652,735,11.4106,0,255,0,0,100,1,1
70,340,780,96.0617,0,255,0,0,100,1,1
71,761,479,-49.9234,0,255,0,0,100,1,1
72,631,371,-17.0031,0,255,0,0,100,1,1
73,949,443,79.7727,0,255,0,0,100,1,1
74,596,256,79.6681,0,255,0,0,100,1,1
75,247,623,-43.7081,0,255,0,0,100,1,1
76,743,300,114.233,0,255,0,0,100,1,1
77,187,697,134.326,0,255,0,0,100,1,1
78,260,310,69.0536,0,255,0,0,100,1,1
79,761,150,159.728,0,255,0,0,100,1,1
80,461,510,95.596,0,255,0,0,100,1,1
81,824,276,92.2954,0,255,0,0,100,1,1
82,581,212,-29.9063,0,255,0,0,100,1,1
83,556,770,146.934,0,255,0,0,100,1,1
84,429,571,104.759,0,255,0,0,100,1,1
85,50,578,41.889,0,255,0,0,100,1,1
86,529,265,-145.994,0,255,0,0,100,1,1
87,427,860,-22.2314,0,255,0,0,100,1,1
88,609,862,24.2356,0,255,0,0,100,1,1
89,864,334,-147.57,0,255,0,0,100,1,1
90,849,192,-8.24897,0,255,0,0,100,1,1
91,380,187,45.3286,0,255,0,0,100,1,1
92,569,692,3.81293,0,255,0,0,100,1,1
93,863,631,53.3103,0,255,0,0,100,1,1
94,288,409,153.621,0,255,0,0,100,1,1
95,903,577,-1.70395,0,255,0,0,100,1,1
96,642,928,-86.2222,0,255,0,0,100,1,1
97,300,854,-57.269,0,255,0,0,100,1,1
98,619,160,-48.5347,0,255,0,0,100,1,1
99,327,595,87.8123,0,255,0,0,100,1,1
100,359,909,84.285,0,255,0,0,100,1,1
101,620,755,42.8791,0,255,0,0,100,1,1
102,130,231,2.84301,0,255,0,0,100,1,1
103,296,139,-86.7928,0,255,0,0,100,1,1
104,383,50,53.0389,0,255,0,0,100,1,1
105,553,462,-164.618,0,255,0,0,100,1,1
106,372,677,-10.4967,0,255,0,0,100,1,1
107,365,870,135.281,0,255,0,0,100,1,1
108,548,526,-106.817,0,255,0,0,100,1,1
109,442,516,168.097,0,255,0,0,100,1,1
110,705,126,157.682,0,255,0,0,100,1,1
111,429,97,-2.75262,0,255,0,0,100,1,1
112,665,481,-91.2265,0,255,0,0,100,1,1
113,920,372,105.295,0,255,0,0,100,1,1
114,621,213,-81.8725,0,255,0,0,100,1,1
115,896,490,9.2722,0,255,0,0,100,1,1
116,217,738,71.4791,0,255,0,0,100,1,1
117,248,855,-124.315,0,255,0,0,100,1,1
118,35,481,55.813,0,255,0,0,100,1,1
119,633,41,2.82764,0,255,0,0,100,1,1
120,323,443,-102.679,0,255,0,0,100,1,1
121,709,728,-116.295,0,255,0,0,100,1,1
122,592,203,-179.989,0,255,0,0,100,1,1
123,106,403,134.408,0,255,0,0,100,1,1
124,526,507,-93.9737,0,255,0,0,100,1,1
125,843,791,149.396,0,255,0,0,100,1,1
126,220,807,-40.7367,0,255,0,0,100,1,1
127,467,781,41.7078,0,255,0,0,100,1,1
128,916,319,-145.131,0,255,0,0,100,1,1
129,617,459,-144.755,0,255,0,0,100,1,1
130,546,329,129.232,0,255,0,0,100,1,1
131,731,488,80.9502,0,255,0,0,100,1,1
132,491,330,-91.204,0,255,0,0,100,1,1
133,157,717,-123.212,0,255,0,0,100,1,1
134,350,889,-28.9505,0,255,0,0,100,1,1
135,102,619,-109.832,0,255,0,0,100,1,1
136,612,807,-52.5313,0,255,0,0,100,1,1
137,547,131,-78.1815,0,255,0,0,100,1,1
138,432,445,90.03,0,255,0,0,100,1,1
139,794,664,-143.064,0,255,0,0,100,1,1
140,49,401,26.193,0,255,0,0,100,1,1
141,868,706,-150.825,0,255,0,0,100,1,1
142,544,434,175.944,0,255,0,0,100,1,1
143,711,347,-5.5091,0,255,0,0,100,1,1
144,964,568,44.6924,0,255,0,0,100,1,1
145,572,660,24.2443,0,255,0,0,100,1,1
146,311,494,-146.973,0,255,0,0,100,1,1
147,310,793,43.8336,0,255,0,0,100,1,1
148,830,569,73.6627,0,255,0,0,100,1,1
149,240,845,-33.7692,0,255,0,0,100,1,1
150,560,647,-2.44123,0,255,0,0,100,1,1
151,677,417,39.5891,0,255,0,0,100,1,1
152,220,857,36.9534,0,255,0,0,100,1,1
153,324,560,118.685,0,255,0,0,100,1,1
154,467,955,153.074,0,255,0,0,100,1,1
155,788,740,-136.676,0,255,0,0,100,1,1
156,374,666,55.559,0,255,0,0,100,1,1
157,201,453,111.945,0,255,0,0,100,1,1
158,261,505,-68.9726,0,255,0,0,100,1,1
159,640,502,-173.063,0,255,0,0,100,1,1
160,783,543,138.554,0,255,0,0,100,1,1
161,542,46,-15.101,0,255,0,0,100,1,1
162,597,805,-121.62,0,255,0,0,100,1,1
163,240,247,-0.178927,0,255,0,0,100,1,1
164,648,714,-7.24397,0,255,0,0,100,1,1
165,725,715,29.422,0,255,0,0,100,1,1
166,689,304,26.7369,0,255,0,0,100,1,1
167,615,776,177.595,0,255,0,0,100,1,1
168,519,499,159.955,0,255,0,0,100,1,1
169,818,259,4.19547,0,255,0,0,100,1,1
170,351,321,-119.666,0,255,0,0,100,1,1
171,729,787,30.1876,0,255,0,0,100,1,1
172,327,387,-143.399,0,255,0,0,100,1,1
173,848,688,-47.5336,0,255,0,0,100,1,1
174,402,456,-127.737,0,255,0,0,100,1,1
175,211,184,22.4094,0,255,0,0,100,1,1
176,482,152,-87.1181,0,255,0,0,100,1,1
177,560,746,67.742,0,255,0,0,100,1,1
178,882,574,-10.5169,0,255,0,0,100,1,1
179,876,460,179.465,0,255,0,0,100,1,1
180,659,73,67.7587,0,255,0,0,100,1,1
181,468,914,20.143,0,255,0,0,100,1,1
182,934,651,-85.9763,0,255,0,0,100,1,1
183,214,276,173.183,0,255,0,0,100,1,1
184,239,734,-83.8849,0,255,0,0,100,1,1
185,345,587,-132.003,0,255,0,0,100,1,1
186,573,48,47.1863,0,255,0,0,100,1,1
187,472,450,81.0579,0,255,0,0,100,1,1
188,530,66,-59.8753,0,255,0,0,100,1,1
189,580,529,115.716,0,255,0,0,100,1,1
190,849,208,53.6179,0,255,0,0,100,1,1
191,627,432,-130.308,0,255,0,0,100,1,1
192,629,585,-153.143,0,255,0,0,100,1,1
193,687,420,82.5834,0,255,0,0,100,1,1
194,65,590,124.396,0,255,0,0,100,1,1
195,719,622,-85.5015,0,255,0,0,100,1,1
196,631,506,-94.1475,0,255,0,0,100,1,1
197,361,393,136.854,0,255,0,0,100,1,1
198,806,288,-35.7678,0,255,0,0,100,1,1
199,343,860,-90.5238,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
