### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
108,760,879,91.5833,0,255,0,0,100,1,1
109,744,532,-39.615,0,255,0,0,100,1,1
110,805,187,27.584,0,255,0,0,100,1,1
111,146,724,6.15453,0,255,0,0,100,1,1
112,64,336,113.533,0,255,0,0,100,1,1
113,892,453,150.101,0,255,0,0,100,1,1
114,165,622,-119.24,0,255,0,0,100,1,1
115,130,500,-96.4111,0,255,0,0,100,1,1
116,284,686,153.869,0,255,0,0,100,1,1
117,799,387,-115.616,0,255,0,0,100,1,1
118,523,742,-71.1204,0,255,0,0,100,1,1
119,340,216,-84.3282,0,255,0,0,100,1,1
120,201,722,154.028,0,255,0,0,100,1,1
121,606,531,-38.0936,0,255,0,0,100,1,1
122,528,932,-172.692,0,255,0,0,100,1,1
123,848,560,-179.422,0,255,0,0,100,1,1
124,958,617,5.21538,0,255,0,0,100,1,1
125,182,684,-145.99,0,255,0,0,100,1,1
126,266,484,168.475,0,255,0,0,100,1,1
127,580,268,22.9467,0,255,0,0,100,1,1
128,953,441,133.814,0,255,0,0,100,1,1
129,636,193,-92.2831,0,255,0,0,100,1,1
130,193,158,95.5679,0,255,0,0,100,1,1
131,309,307,109.616,0,255,0,0,100,1,1
132,150,746,-77.9926,0,255,0,0,100,1,1
133,415,901,-101.216,0,255,0,0,100,1,1
134,428,927,-135.5,0,255,0,0,100,1,1
135,135,655,175.368,0,255,0,0,100,1,1
136,305,745,78.8868,0,255,0,0,100,1,1
137,502,700,26.0292,0,255,0,0,100,1,1
138,235,583,-4.41444,0,255,0,0,100,1,1
139,859,758,-5.75257,0,255,0,0,100,1,1
140,460,761,143.996,0,255,0,0,100,1,1
141,315,229,150.835,0,255,0,0,100,1,1
142,643,832,-87.6158,0,255,0,0,100,1,1
143,46,446,-98.112,0,255,0,0,100,1,1
144,280,124,62.9214,0,255,0,0,100,1,1
145,229,421,-151.907,0,255,0,0,100,1,1
146,216,418,-176.918,0,255,0,0,100,1,1
147,539,397,-48.6356,0,255,0,0,100,1,1
148,292,199,142.765,0,255,0,0,100,1,1
149,423,702,-13.7008,0,255,0,0,100,1,1
150,560,332,55.2222,0,255,0,0,100,1,1
151,635,295,56.6274,0,255,0,0,100,1,1
152,915,633,53.0509,0,255,0,0,100,1,1
153,420,325,-80.0862,0,255,0,0,100,1,1
154,517,141,5.41133,0,255,0,0,100,1,1
155,249,612,-12.001,0,255,0,0,100,1,1
156,349,613,139.376,0,255,0,0,100,1,1
157,759,385,-23.036,0,255,0,0,100,1,1
158,640,169,144.864,0,255,0,0,100,1,1
159,617,794,143.12,0,255,0,0,100,1,1
160,65,636,-128.897,0,255,0,0,100,1,1
161,798,404,-130.557,0,255,0,0,100,1,1
162,661,914,-78.5008,0,255,0,0,100,1,1
163,131,381,-136.356,0,255,0,0,100,1,1
164,718,869,-22.2175,0,255,0,0,100,1,1
165,503,23,168.194,0,255,0,0,100,1,1
166,591,510,179.807,0,255,0,0,100,1,1
167,67,696,46.0928,0,255,0,0,100,1,1
168,133,717,107.959,0,255,0,0,100,1,1
169,712,413,-166.565,0,255,0,0,100,1,1
170,123,287,97.7522,0,255,0,0,100,1,1
171,600,457,-105.285,0,255,0,0,100,1,1
172,198,782,4.55833,0,255,0,0,100,1,1
173,498,958,45.5633,0,255,0,0,100,1,1
174,559,806,-122.032,0,255,0,0,100,1,1
175,906,588,173.316,0,255,0,0,100,1,1
176,384,404,-61.0353,0,255,0,0,100,1,1
177,694,847,-110.7,0,255,0,0,100,1,1
178,412,53,79.4279,0,255,0,0,100,1,1
179,423,780,-49.3453,0,255,0,0,100,1,1
180,137,609,-128.319,0,255,0,0,100,1,1
181,643,533,-122.277,0,255,0,0,100,1,1
182,416,886,-139.731,0,255,0,0,100,1,1
183,692,489,5.63,0,255,0,0,100,1,1
184,391,145,119.092,0,255,0,0,100,1,1
185,584,610,21.8454,0,255,0,0,100,1,1
186,755,330,-37.2672,0,255,0,0,100,1,1
187,320,451,97.6225,0,255,0,0,100,1,1
188,337,867,-65.4671,0,255,0,0,100,1,1
189,773,498,-137.384,0,255,0,0,100,1,1
190,923,469,122.695,0,255,0,0,100,1,1
191,406,427,17.9724,0,255,0,0,100,1,1
192,204,618,-21.9732,0,255,0,0,100,1,1
193,242,650,124.972,0,255,0,0,100,1,1
194,202,295,-24.0762,0,255,0,0,100,1,1
195,331,918,89.8285,0,255,0,0,100,1,1
196,74,293,-32.8979,0,255,0,0,100,1,1
197,881,331,-35.6675,0,255,0,0,100,1,1
198,440,97,58.3177,0,255,0,0,100,1,1
199,882,706,-41.9526,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
