### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
193,529,506,46.9245,0,255,0,0,100,1,1
194,496,635,25.0756,0,255,0,0,100,1,1
195,730,313,86.9406,0,255,0,0,100,1,1
196,131,239,-99.4028,0,255,0,0,100,1,1
197,763,190,30.9286,0,255,0,0,100,1,1
198,923,318,-93.8966,0,255,0,0,100,1,1
199,932,587,56.0498,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,175,400,1
1,196,494,1
2,884,660,1
3,717,349,1
4,165,253,1
5,849,628,1
6,135,709,1
7,667,776,1
8,841,391,1
9,310,268,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
