### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
64,572,813,51.6063,0,255,0,0,100,1,1
65,767,604,-78.0368,0,255,0,0,100,1,1
66,545,322,-87.1153,0,255,0,0,100,1,1
67,344,942,147.86,0,255,0,0,100,1,1
68,764,103,-63.4027,0,255,0,0,100,1,1
69,289,261,-148.851,0,255,0,0,100,1,1
70,416,684,-64.8958,0,255,0,0,100,1,1
71,771,521,158.078,0,255,0,0,100,1,1
72,864,664,-42.2434,0,255,0,0,100,1,1
73,820,756,-159.581,0,255,0,0,100,1,1
74,41,463,-10.2569,0,255,0,0,100,1,1
75,737,128,144.461,0,255,0,0,100,1,1
76,233,202,97.0671,0,255,0,0,100,1,1
77,185,240,104.351,0,255,0,0,100,1,1
78,478,443,21.4852,0,255,0,0,100,1,1
79,454,380,131.325,0,255,0,0,100,1,1
80,436,934,112.51,0,255,0,0,100,1,1
81,817,577,-26.9167,0,255,0,0,100,1,1
82,443,377,-154.397,0,255,0,0,100,1,1
83,284,499,-129.913,0,255,0,0,100,1,1
84,145,244,-14.2167,0,255,0,0,100,1,1
85,383,47,-0.858766,0,255,0,0,100,1,1
86,324,313,-31.3962,0,255,0,0,100,1,1
87,534,158,-55.1479,0,255,0,0,100,1,1
88,657,870,88.5269,0,255,0,0,100,1,1
89,718,78,-81.3651,0,255,0,0,100,1,1
90,534,629,-149.174,0,255,0,0,100,1,1
91,550,517,-18.5991,0,255,0,0,100,1,1
92,624,616,147.338,0,255,0,0,100,1,1
93,334,692,7.99917,0,255,0,0,100,1,1
94,288,351,43.9596,0,255,0,0,100,1,1
95,624,697,116.329,0,255,0,0,100,1,1
96,712,640,76.3825,0,255,0,0,100,1,1
97,220,395,-3.09619,0,255,0,0,100,1,1
98,770,423,-14.3842,0,255,0,0,100,1,1
99,219,266,98.0748,0,255,0,0,100,1,1
100,127,497,22.0341,0,255,0,0,100,1,1
101,173,821,49.7905,0,255,0,0,100,1,1
102,804,157,12.4941,0,255,0,0,100,1,1
103,890,512,-41.2096,0,255,0,0,100,1,1
104,810,166,62.88,0,255,0,0,100,1,1
105,401,875,-106.199,0,255,0,0,100,1,1
106,186,296,44.4859,0,255,0,0,100,1,1
107,796,662,179.706,0,255,0,0,100,1,1
108,609,627,-29.4222,0,255,0,0,100,1,1
109,317,532,131.911,0,255,0,0,100,1,1
110,620,160,-174.057,0,255,0,0,100,1,1
111,847,435,62.7807,0,255,0,0,100,1,1
112,683,255,-23.8821,0,255,0,0,100,1,1
113,615,800,-50.1512,0,255,0,0,100,1,1
114,683,452,-47.0526,0,255,0,0,100,1,1
115,635,45,-163.343,0,255,0,0,100,1,1
116,432,719,129.976,0,255,0,0,100,1,1
117,312,506,-126.722,0,255,0,0,100,1,1
118,585,122,-148.96,0,255,0,0,100,1,1
119,830,162,-102.187,0,255,0,0,100,1,1
120,586,432,12.6655,0,255,0,0,100,1,1
121,831,502,-50.8687,0,255,0,0,100,1,1
122,562,773,132.598,0,255,0,0,100,1,1
123,807,263,-15.5958,0,255,0,0,100,1,1
124,835,297,-135.111,0,255,0,0,100,1,1
125,693,853,178.833,0,255,0,0,100,1,1
126,790,202,-81.0116,0,255,0,0,100,1,1
127,585,291,20.9255,0,255,0,0,100,1,1
128,911,338,-162.241,0,255,0,0,100,1,1
129,104,505,-75.6646,0,255,0,0,100,1,1
130,371,542,-155.545,0,255,0,0,100,1,1
131,202,229,90.0985,0,255,0,0,100,1,1
132,121,597,136.073,0,255,0,0,100,1,1
133,520,124,-53.7917,0,255,0,0,100,1,1
134,626,470,-113.175,0,255,0,0,100,1,1
135,519,291,-158.482,0,255,0,0,100,1,1
136,688,76,33.75,0,255,0,0,100,1,1
137,164,726,115.318,0,255,0,0,100,1,1
138,834,667,48.4054,0,255,0,0,100,1,1
139,587,41,38.6325,0,255,0,0,100,1,1
140,930,446,-92.758,0,255,0,0,100,1,1
141,620,777,-47.5369,0,255,0,0,100,1,1
142,899,489,-142.206,0,255,0,0,100,1,1
143,303,267,78.3093,0,255,0,0,100,1,1
144,489,430,-119.81,0,255,0,0,100,1,1
145,534,55,-166.993,0,255,0,0,100,1,1
146,614,909,84.6965,0,255,0,0,100,1,1
147,324,647,-13.2,0,255,0,0,100,1,1
148,278,541,110.304,0,255,0,0,100,1,1
149,559,826,-111.124,0,255,0,0,100,1,1
150,459,933,54.5205,0,255,0,0,100,1,1
151,960,575,24.2413,0,255,0,0,100,1,1
152,729,641,-134.523,0,255,0,0,100,1,1
153,595,552,-45.1204,0,255,0,0,100,1,1
154,244,130,-63.2955,0,255,0,0,100,1,1
155,604,646,-105.651,0,255,0,0,100,1,1
156,421,460,-80.2512,0,255,0,0,100,1,1
157,214,703,167.069,0,255,0,0,100,1,1
158,594,788,-123.305,0,255,0,0,100,1,1
159,288,783,148.857,0,255,0,0,100,1,1
160,830,551,-148.959,0,255,0,0,100,1,1
161,462,416,112.351,0,255,0,0,100,1,1
162,324,358,-96.9925,0,255,0,0,100,1,1
163,89,264,70.2264,0,255,0,0,100,1,1
164,465,49,-177.165,0,255,0,0,100,1,1
165,695,108,174.828,0,255,0,0,100,1,1
166,143,361,54.378,0,255,0,0,100,1,1
167,308,111,23.2164,0,255,0,0,100,1,1
168,357,352,-103.183,0,255,0,0,100,1,1
169,549,803,59.4303,0,255,0,0,100,1,1
170,250,511,-117.925,0,255,0,0,100,1,1
171,263,532,101.463,0,255,0,0,100,1,1
172,908,376,-138.467,0,255,0,0,100,1,1
173,544,786,-103.109,0,255,0,0,100,1,1
174,130,769,52.0209,0,255,0,0,100,1,1
175,335,895,-57.4343,0,255,0,0,100,1,1
176,677,661,32.2373,0,255,0,0,100,1,1
177,594,421,101.086,0,255,0,0,100,1,1
178,211,832,147.183,0,255,0,0,100,1,1
179,460,30,122.821,0,255,0,0,100,1,1
180,680,389,65.9682,0,255,0,0,100,1,1
181,618,96,56.2503,0,255,0,0,100,1,1
182,637,535,-98.4293,0,255,0,0,100,1,1
183,406,52,-158.674,0,255,0,0,100,1,1
184,735,701,101.233,0,255,0,0,100,1,1
185,575,443,45.9601,0,255,0,0,100,1,1
186,670,566,-8.5924,0,255,0,0,100,1,1
187,475,937,149.086,0,255,0,0,100,1,1
188,711,744,-80.4044,0,255,0,0,100,1,1
189,398,79,137.594,0,255,0,0,100,1,1
190,456,825,-159.044,0,255,0,0,100,1,1
191,274,186,-108.381,0,255,0,0,100,1,1
192,264,108,-62.2818,0,255,0,0,100,1,1
193,817,404,-36.3267,0,255,0,0,100,1,1
194,889,441,-58.7669,0,255,0,0,100,1,1
195,366,288,127.375,0,255,0,0,100,1,1
196,291,387,-125.172,0,255,0,0,100,1,1
197,548,625,-118.128,0,255,0,0,100,1,1
198,376,271,84.1221,0,255,0,0,100,1,1
199,203,363,14.3091,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
